name,location,cuisines,highlights,cost_for_two,rating,budget_bucket
Oye Bubly,Bannerghatta Road,Fast Food,,200.0,,low
Ghee Rice Family Restaurant,Wilson Garden,"North Indian, Chinese, Biryani",,600.0,3.4,medium
Anju's Cafe,JP Nagar,"Cafe, North Indian",,600.0,3.4,medium
New Andhra Spice,BTM,Andhra,,600.0,3.6,medium
Robin Brown Ice Cream,Shivajinagar,Ice Cream,,200.0,,low
Devanshi Foods,Marathahalli,"Andhra, Biryani, North Indian, South Indian",,400.0,,low
The Maori - Aurick Boutique Hotel,JP Nagar,"Chinese, North Indian",,1000.0,3.5,medium
Dosa Time,Sarjapur Road,South Indian,,150.0,,low
Qissa Khawani,Church Street,"North Indian, Mughlai","Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer",800.0,4.3,medium
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese","Mughlai Paratha, Laccha Paratha, Rolls",300.0,3.6,low
The House Of Paratha,Koramangala 5th Block,North Indian,Cheese Paratha,200.0,3.7,low
Onesta,Basaveshwara Nagar,"Pizza, Cafe, Italian","Paneer Pizza, Penne Pasta, Cheesecake, Chocolate Pizza, Paneer Tikka, Fries",600.0,4.3,medium
ChowChow Pandas,East Bangalore,"Bakery, Desserts",,400.0,,low
The Daily,Electronic City,"Rajasthani, North Indian","Paratha, Lassi, Chai, Dal Bati Churma Thali, Chole Bhature",400.0,4.0,low
Nagarjuna,Koramangala 5th Block,"Andhra, North Indian, Biryani","Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani",800.0,4.3,medium
The Nourished Kitchen,BTM,"Asian, Continental, Healthy Food",,400.0,,low
The Waffle Press,St. Marks Road,"Desserts, Ice Cream","Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich",400.0,4.3,low
Sri Cafe Hotel,Shanti Nagar,South Indian,,150.0,,low
Hotel Marina,Koramangala 6th Block,"North Indian, Chinese, South Indian",,400.0,2.8,low
Real Fresh Dosa Corner,Brookefield,South Indian,"Plain Dosa, Palak Dosa, Mushroom Dosa",200.0,4.2,low
Durga Maata Hotel,Ejipura,"North Indian, Chinese",,200.0,,low
Cake Art,Basavanagudi,Bakery,,400.0,3.5,low
Aaha Andhra,Bellandur,"Andhra, Biryani, North Indian",,900.0,3.7,medium
The Food Therapy,Koramangala 1st Block,"North Indian, South Indian, Continental, Chinese",,1000.0,,medium
XO Belgian Waffle,Bellandur,"Desserts, Beverages",,400.0,,low
Little Italy,Sarjapur Road,"Italian, Pizza","Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad",1500.0,4.3,high
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,"Masala Dosa, Filter Coffee, Vada, Kali Dosa, Rava Idli, Carrot Halwa, Khali Dosa",100.0,4.1,low
Iyengar Bakery,Jayanagar,"Bakery, Fast Food, Desserts, Beverages",,200.0,3.7,low
Rajdhani Thali Restaurant,Indiranagar,North Indian,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Malpua, Veg Thali, Kadhi",1000.0,4.0,medium
Beijing Bites,Richmond Road,"Chinese, Thai","Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice",850.0,3.8,medium
The French Loaf,Kalyan Nagar,"Bakery, Desserts",,300.0,3.5,low
Warm Oven,Brookefield,"Bakery, Desserts",,500.0,3.4,low
Biryani House,Rammurthy Nagar,"Biryani, South Indian",,150.0,3.2,low
Shankar's Kitchen,Old Airport Road,Sandwich,,120.0,,low
Light House Cafe,Marathahalli,"Cafe, Beverages, Continental, North Indian, Chinese",Chicken Sandwich,700.0,3.7,medium
Churchill's,JP Nagar,"North Indian, Continental","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer",1100.0,4.1,medium
My Space - WelcomeHotel Bengaluru,Richmond Road,Finger Food,,2000.0,3.9,high
Hotel Sai Grand,Basaveshwara Nagar,"South Indian, North Indian, Chinese",,650.0,,medium
Foodbell,Sarjapur Road,"North Indian, Chinese, Biryani","Spring Roll, Kheer, Chilli Paneer",300.0,,low
Cable Car,Jayanagar,"North Indian, Italian","Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel",1000.0,4.3,medium
Sasu Maa Ki Rasoi,Sarjapur Road,"North Indian, Chinese","Dal Fry, Chilli Paneer, Aloo Paratha, Dal Tadka",300.0,3.6,low
Uma Ki Rasoi,Electronic City,North Indian,,250.0,3.9,low
Karavali Deluxe,Yeshwantpur,"North Indian, Chinese",,450.0,3.6,low
Banashankari Donne Biriyani,Koramangala 7th Block,"South Indian, Biryani",,300.0,3.3,low
Madeena Hotel,Bannerghatta Road,"North Indian, Mughlai, Biryani",,400.0,3.9,low
Curries & Chillies,Banaswadi,"Biryani, Andhra",,300.0,3.0,low
XO Belgian Waffle,Brigade Road,"Desserts, Beverages","Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle",450.0,4.5,low
Sriracha Robata & Contemporary Pan Asian Dining,Indiranagar,"Asian, BBQ, Seafood, Chinese",,1000.0,,medium
INDULGE by InnerChef,Indiranagar,"Desserts, Bakery",,400.0,3.5,low
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich","Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea",500.0,4.2,low
Rotti Mane,Indiranagar,South Indian,,200.0,3.6,low
Ta'aam,Cunningham Road,"North Indian, Mughlai, Arabian, Chinese","Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice",750.0,4.1,medium
SKS Veg Corner,Hebbal,South Indian,,100.0,,low
Tuffreys,CV Raman Nagar,"Desserts, Ice Cream",,250.0,3.6,low
Shanghai Times,HBR Layout,Chinese,,500.0,3.5,low
Eunoia,Kalyan Nagar,"Cafe, Continental, Bakery",,450.0,3.9,low
Treat,Brookefield,North Indian,"Naan, Dal Makhani, Rice, Seekh Kebab, Butter Chicken, Sweet Lassi, Aam Panna",500.0,3.8,low
Suji's Kitchen,JP Nagar,"South Indian, North Indian",,300.0,,low
Multi Cakes,Bannerghatta Road,"Bakery, Desserts",,200.0,3.0,low
The Shop of Paanakam,Marathahalli,"Beverages, Desserts",,200.0,,low
The Beer Cafe,Malleshwaram,"Finger Food, North Indian, Italian","Beer, Cocktails, Garden Pizza, Chicken Tikka, Spring Roll, Chips, Chicken Wings",1500.0,4.1,high
Khally Wally,MG Road,"Biryani, Kebab",,250.0,,low
Third Wave Coffee Roasters,Whitefield,"Cafe, Continental, Desserts",,800.0,,medium
Cold Stone Creamery,Bannerghatta Road,"Ice Cream, Desserts","Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400.0,3.9,low
Sri Lakshmi Dhaba,BTM,North Indian,"Paratha, Shahi Paneer",250.0,2.9,low
Plantain Leaf,Thippasandra,"Andhra, Chinese, North Indian, Biryani","Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan",600.0,3.9,medium
Maria's Goan Kitchen,Koramangala 7th Block,"Goan, Chinese, Biryani","Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry",750.0,4.0,medium
Waffle In The Box,Ejipura,Desserts,,300.0,,low
Daily Bread,Marathahalli,"Bakery, Fast Food, Italian",,600.0,3.6,medium
Priya Restaurant,Jayanagar,"South Indian, North Indian",,250.0,,low
The Hundred Food Journey,New BEL Road,"Continental, Italian",,1100.0,3.8,medium
Aishwarya Bar and Restaurant,Indiranagar,Finger Food,,800.0,,medium
Sri Krishna Sagar,BTM,"South Indian, North Indian, Chinese",,200.0,3.5,low
Maia - Eat | Bake | Mom,Bellandur,"Continental, North Indian, Beverages","Matar Paneer, Pasta, Pizza, Sandwiches, Calzone, Mocktails, Vegetarian",1200.0,4.2,medium
Fire Station,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese","Beer, Lasagne, Cocktails, Pizza, Churros, Chicken Pepper Fry, Chicken Tikka",1200.0,4.4,medium
Lounge 189,HSR,"Continental, Italian","Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables",1300.0,3.8,medium
Insta Cafe,BTM,"Cafe, Continental, Pizza, Italian, Beverages",,400.0,2.9,low
Baskin Robbins,Electronic City,"Ice Cream, Desserts",,250.0,3.8,low
Soup Station,Domlur,"Healthy Food, Sandwich, Salad",,150.0,3.9,low
Bloomsbury's Global Kitchen & Bakehouse,Whitefield,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza","Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger",900.0,4.5,medium
Sheesh Kebab,Frazer Town,North Indian,"Naan, Mutton Kebab, Memon Mutton Biryani, Mutton Keema",700.0,4.1,medium
"3B's - Buddies, Bar & Barbecues",BTM,"North Indian, Mediterranean, European, BBQ","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka",1100.0,4.4,medium
Mehek E Punjab,HSR,"North Indian, Chinese",,400.0,,low
Aishwarya Parkland,Bannerghatta Road,"Chinese, North Indian",,500.0,2.9,low
Ooty Chocolates,Sarjapur Road,Desserts,,300.0,3.3,low
Foxtrot - House of Subculture,Koramangala 3rd Block,"Cafe, American, Asian, North Indian","Cocktails, Fish, Mocktails, Momos, Burgers, Pizza, Chicken Lollipop",1000.0,4.4,medium
Sri Manjunatha Foods,Electronic City,"South Indian, North Indian, Chinese",,250.0,3.6,low
Bombay Kulfi,Marathahalli,"Desserts, Ice Cream",,150.0,3.8,low
New Gongura Grand,HSR,"Andhra, Biryani, North Indian, Chinese","Andhra Thali, Chicken Lollipop, Mutton Biryani, Chicken Boneless Biryani, Andhra Meal, Hyderabadi Biryani, Raita",550.0,3.9,low
Tandoor-De-Naal,BTM,Fast Food,"Rolls, Chicken Roll, Paneer Roll, Pasta",200.0,3.8,low
Samarkand,Infantry Road,"North Indian, Mughlai","Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan",1600.0,4.1,high
The Purple Pan,Rajajinagar,"North Indian, Chinese","Kalmi Kebab, Vegetable Biryani, Chilli Chicken, Dum Biryani, Chicken Biryani, Honey Chilli Potatoes, Chicken Tikka",600.0,4.1,medium
Me And My Cake,JP Nagar,"Bakery, Desserts",,500.0,3.1,low
My Tea House,Banashankari,"Continental, Asian",,800.0,,medium
Hotel New Karthik,Banaswadi,"South Indian, Biryani",,300.0,,low
Kaapi Adda,Rajajinagar,"Cafe, Fast Food",,300.0,,low
Hunan,Koramangala 5th Block,"Chinese, Thai, Momos","Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",1100.0,4.3,medium
Night Cafe,BTM,"North Indian, Chinese, Fast Food",,350.0,3.0,low
New Sagar Fast food,Yeshwantpur,"South Indian, North Indian, Chinese",,250.0,3.4,low
Royal Biryani Kitchen,BTM,"Biryani, North Indian, Kebab","Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",600.0,3.9,medium
Tree Top,Wilson Garden,"Continental, Chinese, North Indian, South Indian",Friendly Staff,1000.0,3.8,medium
The Pallavas ( Authentic Taste Of Southern Cuisine ),Brookefield,South Indian,,400.0,3.7,low
The Egg Factory,St. Marks Road,"Continental, American","Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap",750.0,4.2,medium
Creamvilla,Sarjapur Road,"Cafe, Desserts, Ice Cream","Waffles, Coffee, Ice Cream Roll, Hot Chocolate Fudge",600.0,3.9,medium
Akss - India Reimagined,Sadashiv Nagar,"Modern Indian, North Indian","Kesar Kulfi, Ghamandi Lassi, Biryani, Corn Soup, Kokum Juice, Vanilla Ice Cream, Bloody Mary",1800.0,4.2,high
Khan Saheb Grills And Rolls,Sarjapur Road,"Biryani, Fast Food, Rolls","Rolls, Beda Roti, Chicken Baida Roti, Chicken Tikka Roll, Aloo Tikka Roll, Mushroom Roll",400.0,3.2,low
Lake N Bake,Commercial Street,"Bakery, Beverages",,300.0,,low
Surabhi Restaurant,Hosur Road,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",,400.0,,low
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich","Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea",500.0,4.2,low
Bikaner Jn,JP Nagar,Rajasthani,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",300.0,3.9,low
Chaat Junction,Bannerghatta Road,Street Food,,200.0,3.7,low
Pathaan Sir,Kammanahalli,"Rolls, Chinese","Rolls, French Fries, Paratha",300.0,3.3,low
Tadkawala,Vasanth Nagar,North Indian,"Veg Thali, Salad",200.0,3.4,low
The Teal Door Cafe,Indiranagar,"Cafe, Continental","Mocktails, Sandwiches, Mushroom Soup, Idli Platter, Nachos, Appam, Egg Dosa",800.0,4.2,medium
Inhouse Burger,Bellandur,Fast Food,,400.0,3.6,low
Vasudev Adiga's,MG Road,"South Indian, North Indian, Chinese, Street Food","Filter Coffee, Rava Dosa, Masala Dosa, Tea, Pav Bhaji, Manchurian, Dahi Vada",250.0,2.5,low
Shree Mahalakshmi Sweets,HSR,"Mithai, Street Food",,100.0,3.3,low
Le Gateau - The Cake Shop,Old Airport Road,"Desserts, Bakery","Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",600.0,4.4,medium
Jaganath Hotel and Restaurant,JP Nagar,"North Indian, Chinese",,200.0,3.6,low
Trio Dosa Connect,HSR,"South Indian, Beverages",,300.0,,low
Punjabi Tasty Khana,Brookefield,"North Indian, Chinese, Biryani","Panneer Butter Masala, Paratha, Vegetable Biryani",450.0,3.1,low
Pavilion Restaurant,Yeshwantpur,"North Indian, Chinese, Continental","Salads, Chicken Soup, Fish, Curd Rice, Dal Tadka, Brownie Chocolate, Tomato Soup",1000.0,4.2,medium
Shree Guru Sagar Fast Food,Rajajinagar,"North Indian, South Indian, Chinese",,300.0,3.6,low
D-Ra's Delicacy,Koramangala 7th Block,"Chinese, Bakery",,400.0,,low
Delight Foods,Bellandur,"Andhra, Beverages, Biryani, Chinese, Fast Food, Hyderabadi, North Indian, South Indian",,750.0,,medium
Jodhpur Sweets,Electronic City,"Desserts, Street Food",,100.0,3.8,low
Sri Basaveshwara Rotti Oota,Jayanagar,"South Indian, Fast Food",,200.0,,low
Indy Palate,Bellandur,"Continental, Biryani, Italian, North Indian, Chinese",,250.0,3.3,low
Polar Bear,BTM,"Desserts, Ice Cream",,300.0,3.9,low
The Yellow Chilli,Jayanagar,"North Indian, Mughlai, Biryani","Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka",1200.0,3.8,medium
Zaica Dine & Wine,Indiranagar,North Indian,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",1200.0,4.0,medium
Hotel Shangrila,Brigade Road,"Chinese, Thai, Momos","Noodles, Pork Chops, Momos, Chicken Noodle, Mixed Fried Rice, Corn Soup, Roast Pork",600.0,3.7,medium
Bake The Cake,Bommanahalli,Bakery,,400.0,,low
Cafe Remix,Koramangala,"Mexican, Italian",,600.0,,medium
Biggies Burger 'n' More,Indiranagar,"Cafe, Burger, Fast Food","Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries",400.0,4.3,low
Hasee-E-Shan Makers Of Biryani,Whitefield,"Biryani, Mughlai, North Indian",,500.0,3.5,low
Paul's Dum Biryani,HBR Layout,"Biryani, Hyderabadi","Hyderabadi Biryani, Vegetable Biryani, Raita, Chicken Dum Biryani",400.0,4.0,low
Cafe Beirut,Kammanahalli,Arabian,Shawarma,250.0,3.7,low
Ganga Foods,Marathahalli,"South Indian, Chinese",,200.0,3.5,low
Delish Multi Cuisine Andhra Style Restaurant,Sarjapur Road,"Andhra, Chinese, South Indian, North Indian",,600.0,,medium
Gobble Up Churros Cafe,Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery","Churros, Empanadas",400.0,3.8,low
New Mathrusree Sagar,Ejipura,South Indian,,200.0,,low
Cakebuy,Bannerghatta Road,Desserts,Chocolate Truffle,350.0,3.9,low
Donne Biryani Mane,Brookefield,Biryani,,250.0,3.5,low
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,"European, Italian, Asian","Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam",1500.0,4.2,high
Juicy,Electronic City,"Beverages, Juices, Fast Food",,200.0,3.9,low
Udupi Ruchi,Bellandur,"South Indian, North Indian, Chinese, Street Food","Tea, Biryani",200.0,3.8,low
Tandoori Chowk,Marathahalli,"North Indian, Chinese","Thali, Fried Rice, Chicken Tikka, Butter Chicken",400.0,3.5,low
Ruchi Foods,Bannerghatta Road,"South Indian, Biryani",,400.0,,low
The Cuboidal,BTM,"Fast Food, Beverages, Sandwich",,300.0,3.6,low
Chili's American Grill & Bar,Malleshwaram,"American, Tex-Mex, Burger, BBQ, Mexican","Veg Platter, Burgers, Mushroom Soup, Cocktails, Nachos, Lemon Margarita, Chicken Fajita",1400.0,4.8,medium
THE BEL ST.,New BEL Road,"Cafe, Italian, American, Continental","Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich",1100.0,3.9,medium
Gundappa Donne Biryani,Koramangala 7th Block,Biryani,"Thali, Chicken Lollipop, Gundappa Donne Biryani, Mutton Biryani",200.0,3.1,low
Lassi Corner,Koramangala 5th Block,"Beverages, Desserts",,300.0,3.4,low
Johnny Fox,Hosur Road,"North Indian, Chinese",,1500.0,3.9,high
Kaggis,Banashankari,"Fast Food, Bakery",,250.0,3.8,low
Cafe Sulaimani,BTM,"Kerala, South Indian, Biryani",,300.0,,low
Energy Addaa,Basavanagudi,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza","Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti",500.0,4.2,low
Subzero Korner,Basavanagudi,Fast Food,,250.0,3.3,low
Sprinkled,Kammanahalli,"Bakery, Desserts",,500.0,3.8,low
Mirch Masala,JP Nagar,North Indian,,500.0,3.4,low
Peacock,Indiranagar,"North Indian, BBQ, Mughlai","Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani",1200.0,3.9,medium
Nite Out,Marathahalli,"North Indian, Chinese, Biryani",,500.0,3.5,low
Yum In My Tum,BTM,"Chinese, Continental, Fast Food, Healthy Food","Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta",300.0,4.2,low
Swaadpurna,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",,450.0,3.6,low
Kokomo,Koramangala 6th Block,"Thai, Chinese","Thai Chicken, Momos",500.0,4.0,low
Juice Junction Food Court,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",,200.0,3.7,low
Calicut Durbar,Koramangala 7th Block,"Arabian, North Indian",,500.0,3.8,low
The Lassi Palace,Indiranagar,Desserts,,150.0,,low
The Taste Adda,Ulsoor,"North Indian, Fast Food",,200.0,,low
Cold Smith Ice Creams,Sarjapur Road,"Ice Cream, Desserts",,450.0,3.9,low
Kalmane Koffees,Brigade Road,Cafe,"Filter Coffee, Cafe Mocha, Blueberry Muffin",350.0,3.6,low
Lassi Corner,Marathahalli,"Beverages, Sandwich","Sandwiches, Lassi, Berry Delight, Faluda, Oreo Shake",250.0,3.3,low
Hotel North Indian Express,Whitefield,"North Indian, Chinese",,250.0,,low
Kim Lee Restaurant,Indiranagar,"Chinese, Momos","Clear Soup, Manchow Soup, Spring Roll, Chop Suey, Veg Momos, Hunan Chicken, Cantonese Noodles",650.0,3.8,medium
Pallavi North Indian Veg Restaurant,JP Nagar,"Biryani, North Indian, Chinese","Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti",450.0,3.7,low
Brew Point,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",,500.0,3.6,low
The Big Barbeque,Electronic City,"BBQ, North Indian, Continental, Chinese","Panipuri, Chaat, Jalebi, Paan Kulfi, Paan Shot, Pasta, Soya Chaap",1500.0,4.7,high
Sandesh Restaurant,Hennur,"Biryani, Chinese, North Indian, Bengali",,350.0,,low
Mighty Paws,Sarjapur Road,Cafe,"Waffles, Coffee, Salads, Burgers, Pasta, Paneer Burger, Sandwiches",500.0,4.0,low
Copper Cafe & Grill,HSR,"Cafe, North Indian, Continental",,500.0,,low
Messy Eats,New BEL Road,"Bakery, Desserts","Waffles, Churros, Pancakes, Fries",500.0,3.9,low
Hello Dish Biriyani,BTM,Biryani,,200.0,,low
Al-Baik Kabab Centre,Banaswadi,"Biryani, Chinese, Kebab",,300.0,,low
The Momo Farm,Jalahalli,"Chinese, Tibetan",,300.0,3.7,low
Drava,Koramangala 5th Block,"Pizza, Continental, North Indian, Asian","Cocktails, Veg Burger, Tikka, Beer, Pizza, Burgers, Spaghetti Aglio Olio",1500.0,4.3,high
The Paramount Hotel,Domlur,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages","Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab",1000.0,2.9,medium
Andal Mess,Indiranagar,"South Indian, North Indian","Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani",300.0,3.2,low
Punjabi Raswada,Jayanagar,North Indian,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800.0,3.5,medium
Auntie Fung's,Whitefield,"Chinese, Vietnamese, Desserts",,700.0,,medium
Banjara Melting Pot,Cunningham Road,"North Indian, Chinese, Seafood","Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails",1700.0,4.2,high
Lassi Corner,Basavanagudi,"Beverages, Ice Cream",Lassi,150.0,3.7,low
Hotel Aahaa,Bellandur,South Indian,,200.0,3.7,low
All Aromas,Jayanagar,"North Indian, Biryani",,400.0,3.5,low
WOW Laddus,JP Nagar,Mithai,,800.0,,medium
RGS Ambur briyani,BTM,"Biryani, Kebab",,300.0,,low
Hotel Food Lands,Koramangala 7th Block,"Seafood, Mangalorean","Sea Food, Biryani, Anjal Tava Fry",700.0,3.8,medium
Parijatha Fish Land,Jalahalli,Seafood,,400.0,3.5,low
Natural Mumbai Kulfi,BTM,Ice Cream,,130.0,3.5,low
The French Loaf,Frazer Town,"Bakery, Desserts","Coffee, Pasta, Sandwiches, Sunday Breakfast, Apple Pie, Hot Chocolate, Chicken Quiche",300.0,2.8,low
The Mint Resto Bar,Marathahalli,"North Indian, Chinese, Andhra",Prompt Service,1000.0,2.6,medium
Hotel New Karavali,Hennur,"Chinese, Mangalorean, Seafood, North Indian",,550.0,3.4,low
Taco Bell,Brigade Road,"Mexican, American, Fast Food",,600.0,3.8,medium
Spice Elephant,Banashankari,"Chinese, North Indian, Thai","Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",800.0,4.1,medium
Aubree Le Chocolatier,Koramangala 6th Block,Desserts,,300.0,3.6,low
Hunger Twist,Kalyan Nagar,"Fast Food, Burger",,300.0,3.8,low
Mystique Palate,Jayanagar,"Chinese, Fast Food","Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries",300.0,,low
